0.687500	0.000000	-0.049780
1.375000	0.000000	-0.040328
2.062500	0.000000	-0.011670
2.750000	0.000000	0.023288
3.437500	0.000000	0.045996
4.125000	0.000000	0.048533
4.812500	0.000000	0.036694
5.500000	0.000000	0.020812
6.187500	0.000000	0.008255
6.875000	0.000000	0.001702
7.562500	0.000000	0.000038
8.250000	0.000000	-0.000249
8.937500	0.000000	-0.003303
9.625000	0.000000	-0.011983
10.312500	0.000000	-0.026229
11.000000	0.000000	-0.041776
11.687500	0.000000	-0.049780
12.375000	0.000000	-0.040328
13.062500	0.000000	-0.011670
13.750000	0.000000	0.023288
14.437500	0.000000	0.045996
15.125000	0.000000	0.048533
15.812500	0.000000	0.036694
16.500000	0.000000	0.020812
17.187500	0.000000	0.008255
17.875000	0.000000	0.001702
18.562500	0.000000	0.000038
19.250000	0.000000	-0.000249
19.937500	0.000000	-0.003303
20.625000	0.000000	-0.011983
21.312500	0.000000	-0.026229
22.000000	0.000000	-0.041776

0.687500	5.000000	-0.049780
1.375000	5.000000	-0.040328
2.062500	5.000000	-0.011670
2.750000	5.000000	0.023288
3.437500	5.000000	0.045996
4.125000	5.000000	0.048533
4.812500	5.000000	0.036694
5.500000	5.000000	0.020812
6.187500	5.000000	0.008255
6.875000	5.000000	0.001702
7.562500	5.000000	0.000038
8.250000	5.000000	-0.000249
8.937500	5.000000	-0.003303
9.625000	5.000000	-0.011983
10.312500	5.000000	-0.026229
11.000000	5.000000	-0.041776
11.687500	5.000000	-0.049780
12.375000	5.000000	-0.040328
13.062500	5.000000	-0.011670
13.750000	5.000000	0.023288
14.437500	5.000000	0.045996
15.125000	5.000000	0.048533
15.812500	5.000000	0.036694
16.500000	5.000000	0.020812
17.187500	5.000000	0.008255
17.875000	5.000000	0.001702
18.562500	5.000000	0.000038
19.250000	5.000000	-0.000249
19.937500	5.000000	-0.003303
20.625000	5.000000	-0.011983
21.312500	5.000000	-0.026229
22.000000	5.000000	-0.041776

0.687500	10.000000	-0.049780
1.375000	10.000000	-0.040328
2.062500	10.000000	-0.011670
2.750000	10.000000	0.023288
3.437500	10.000000	0.045996
4.125000	10.000000	0.048533
4.812500	10.000000	0.036694
5.500000	10.000000	0.020812
6.187500	10.000000	0.008255
6.875000	10.000000	0.001702
7.562500	10.000000	0.000038
8.250000	10.000000	-0.000249
8.937500	10.000000	-0.003303
9.625000	10.000000	-0.011983
10.312500	10.000000	-0.026229
11.000000	10.000000	-0.041776
11.687500	10.000000	-0.049780
12.375000	10.000000	-0.040328
13.062500	10.000000	-0.011670
13.750000	10.000000	0.023288
14.437500	10.000000	0.045996
15.125000	10.000000	0.048533
15.812500	10.000000	0.036694
16.500000	10.000000	0.020812
17.187500	10.000000	0.008255
17.875000	10.000000	0.001702
18.562500	10.000000	0.000038
19.250000	10.000000	-0.000249
19.937500	10.000000	-0.003303
20.625000	10.000000	-0.011983
21.312500	10.000000	-0.026229
22.000000	10.000000	-0.041776

0.687500	15.000000	-0.049780
1.375000	15.000000	-0.040328
2.062500	15.000000	-0.011670
2.750000	15.000000	0.023288
3.437500	15.000000	0.045996
4.125000	15.000000	0.048533
4.812500	15.000000	0.036694
5.500000	15.000000	0.020812
6.187500	15.000000	0.008255
6.875000	15.000000	0.001702
7.562500	15.000000	0.000038
8.250000	15.000000	-0.000249
8.937500	15.000000	-0.003303
9.625000	15.000000	-0.011983
10.312500	15.000000	-0.026229
11.000000	15.000000	-0.041776
11.687500	15.000000	-0.049780
12.375000	15.000000	-0.040328
13.062500	15.000000	-0.011670
13.750000	15.000000	0.023288
14.437500	15.000000	0.045996
15.125000	15.000000	0.048533
15.812500	15.000000	0.036694
16.500000	15.000000	0.020812
17.187500	15.000000	0.008255
17.875000	15.000000	0.001702
18.562500	15.000000	0.000038
19.250000	15.000000	-0.000249
19.937500	15.000000	-0.003303
20.625000	15.000000	-0.011983
21.312500	15.000000	-0.026229
22.000000	15.000000	-0.041776

0.687500	20.000000	-0.049780
1.375000	20.000000	-0.040328
2.062500	20.000000	-0.011670
2.750000	20.000000	0.023288
3.437500	20.000000	0.045996
4.125000	20.000000	0.048533
4.812500	20.000000	0.036694
5.500000	20.000000	0.020812
6.187500	20.000000	0.008255
6.875000	20.000000	0.001702
7.562500	20.000000	0.000038
8.250000	20.000000	-0.000249
8.937500	20.000000	-0.003303
9.625000	20.000000	-0.011983
10.312500	20.000000	-0.026229
11.000000	20.000000	-0.041776
11.687500	20.000000	-0.049780
12.375000	20.000000	-0.040328
13.062500	20.000000	-0.011670
13.750000	20.000000	0.023288
14.437500	20.000000	0.045996
15.125000	20.000000	0.048533
15.812500	20.000000	0.036694
16.500000	20.000000	0.020812
17.187500	20.000000	0.008255
17.875000	20.000000	0.001702
18.562500	20.000000	0.000038
19.250000	20.000000	-0.000249
19.937500	20.000000	-0.003303
20.625000	20.000000	-0.011983
21.312500	20.000000	-0.026229
22.000000	20.000000	-0.041776

0.687500	25.000000	-0.049780
1.375000	25.000000	-0.040328
2.062500	25.000000	-0.011670
2.750000	25.000000	0.023288
3.437500	25.000000	0.045996
4.125000	25.000000	0.048533
4.812500	25.000000	0.036694
5.500000	25.000000	0.020812
6.187500	25.000000	0.008255
6.875000	25.000000	0.001702
7.562500	25.000000	0.000038
8.250000	25.000000	-0.000249
8.937500	25.000000	-0.003303
9.625000	25.000000	-0.011983
10.312500	25.000000	-0.026229
11.000000	25.000000	-0.041776
11.687500	25.000000	-0.049780
12.375000	25.000000	-0.040328
13.062500	25.000000	-0.011670
13.750000	25.000000	0.023288
14.437500	25.000000	0.045996
15.125000	25.000000	0.048533
15.812500	25.000000	0.036694
16.500000	25.000000	0.020812
17.187500	25.000000	0.008255
17.875000	25.000000	0.001702
18.562500	25.000000	0.000038
19.250000	25.000000	-0.000249
19.937500	25.000000	-0.003303
20.625000	25.000000	-0.011983
21.312500	25.000000	-0.026229
22.000000	25.000000	-0.041776

0.687500	30.000000	-0.049780
1.375000	30.000000	-0.040328
2.062500	30.000000	-0.011670
2.750000	30.000000	0.023288
3.437500	30.000000	0.045996
4.125000	30.000000	0.048533
4.812500	30.000000	0.036694
5.500000	30.000000	0.020812
6.187500	30.000000	0.008255
6.875000	30.000000	0.001702
7.562500	30.000000	0.000038
8.250000	30.000000	-0.000249
8.937500	30.000000	-0.003303
9.625000	30.000000	-0.011983
10.312500	30.000000	-0.026229
