1   0.0933          
1   0.0933          
2  -0.0000          
2  -0.4128          
3  -0.6108 
3  -0.6108
4  -0.6108
4  -0.6108
5  -1.6641          
5  -1.6641          
6  -5.4943          
6  -5.5180          
7 -11.8604          
7 -11.8604          
8 -21.9460          
8 -21.9460          
